status,shannon_entropy,url_length,special_chars,suspicious_words,domain_length,vowels_count,dots_count
0,-0.9099060281215131,-0.5809369704706684,-0.5452081306846538,-0.3949029641965223,-0.009294516102669863,-0.6723487082233803,-0.35094634445316436
1,-0.6666162520073573,-0.4000726063596745,-0.3261204871139326,1.2621237908571672,-0.3804257617044798,-0.4967971335022263,0.37918046972587977
1,1.6552211474274294,1.7702997629722517,1.6456683050225582,-0.3949029641965223,-0.6587741959058372,1.7853733378727756,-0.35094634445316436
1,0.007481347869117473,-0.23729467865978002,-0.1070328435432114,-0.3949029641965223,-0.5659913845053847,-0.5845729208628033,0.37918046972587977
0,0.36447648195007065,0.14252048597330708,0.7693177307396735,-0.3949029641965223,-0.9371226301071947,0.11763337802181265,0.37918046972587977
0,-0.48294095802014486,-0.1468624966042831,-0.5452081306846538,1.2621237908571672,-0.10207732750312234,-0.32124555878107236,0.37918046972587977
1,-0.040472972383658136,0.703200014717388,-0.3261204871139326,4.576177300964546,1.5680132777050222,1.6975975505121985,-0.35094634445316436
0,-0.7270557993160564,-0.47241835200407206,-0.5452081306846538,-0.3949029641965223,-0.10207732750312234,-0.4090213461416493,-0.35094634445316436
1,-0.4501829560441764,-0.5809369704706684,-0.3261204871139326,-0.3949029641965223,-0.47320857310493225,-0.6723487082233803,-1.0810731586322084
1,0.7882365682857633,0.9202372516505807,-0.1070328435432114,-0.3949029641965223,4.6298460539199535,0.11763337802181265,6.950321797337277
0,-0.27166330631949415,-0.20112180583758127,-0.3261204871139326,-0.3949029641965223,-0.6587741959058372,-0.32124555878107236,0.37918046972587977
0,0.5274002024685633,0.12443404956220769,0.5502300871689523,-0.3949029641965223,-0.19486013890357481,0.6442881021852747,0.37918046972587977
0,0.18374047324671705,-0.2553811150708794,-0.1070328435432114,-0.3949029641965223,-0.47320857310493225,0.11763337802181265,-0.35094634445316436
0,-0.40701236917471917,-0.1649489330153825,0.11205480002750982,-0.3949029641965223,-0.3804257617044798,0.11763337802181265,-0.35094634445316436
0,-0.3392382861361201,-0.47241835200407206,-0.5452081306846538,-0.3949029641965223,0.4546195408995925,-0.4967971335022263,-0.35094634445316436
1,-0.9526018604539137,-0.23729467865978002,0.9884053743103947,-0.3949029641965223,-0.7515570073062897,-0.14569398405991835,-1.0810731586322084
1,0.09200157762045512,-0.5085912248262708,-0.3261204871139326,-0.3949029641965223,-0.5659913845053847,-0.23346977142049535,-1.0810731586322084
0,-1.2070086112172251,-0.7979742074038609,-0.764295774255375,-0.3949029641965223,-1.0299054415076472,-0.9356760703051114,-1.0810731586322084
0,0.7008365975791344,0.17869335879550585,0.33114244359823103,-0.3949029641965223,0.6401851637004975,0.38096074010354364,-0.35094634445316436
0,0.9434593526831755,-0.32772686071527696,-0.5452081306846538,-0.3949029641965223,-0.3804257617044798,-0.32124555878107236,0.37918046972587977
1,-0.2125357733375851,-0.23729467865978002,-0.1070328435432114,-0.3949029641965223,0.6401851637004975,0.11763337802181265,-0.35094634445316436
1,2.2807333356118136,0.3776441593175991,0.9884053743103947,-0.3949029641965223,-0.47320857310493225,0.29318495274296663,-0.35094634445316436
1,0.7995429873348877,2.3671521645385316,1.2074930178811158,-0.3949029641965223,-0.9371226301071947,-0.4967971335022263,9.14070223987441
1,-0.6870693095767325,-0.18303536942648188,-0.1070328435432114,-0.3949029641965223,0.6401851637004975,0.11763337802181265,-0.35094634445316436
0,0.27888451572973677,0.39573059572869845,-0.1070328435432114,-0.3949029641965223,0.26905391809868756,0.6442881021852747,-0.35094634445316436
1,0.24487115075357235,0.1063476131511083,0.33114244359823103,-0.3949029641965223,-0.10207732750312234,0.11763337802181265,0.37918046972587977
1,-0.3763328505680783,-0.5266776612373701,-0.3261204871139326,-0.3949029641965223,-0.10207732750312234,-0.5845729208628033,-0.35094634445316436
0,1.3390338998995657,0.05208830391781014,0.5502300871689523,-0.3949029641965223,-0.2876429503040273,-0.23346977142049535,1.1093072839049238
1,-0.40057748510216595,0.14252048597330708,-0.1070328435432114,-0.3949029641965223,1.5680132777050222,0.20540916538238965,1.839434098083968
0,-1.51795473034068,-0.6171098432928671,-0.5452081306846538,-0.3949029641965223,-0.6587741959058372,-0.7601244955839573,-0.35094634445316436
1,-0.3273365144485349,-0.562850534059569,-0.5452081306846538,-0.3949029641965223,-0.009294516102669863,-0.5845729208628033,-0.35094634445316436
0,0.884454592437765,1.0649287429393757,0.9884053743103947,1.2621237908571672,-0.7515570073062897,1.1709428263487367,0.37918046972587977
1,1.1921073215727325,0.6308542690729905,0.9884053743103947,-0.3949029641965223,-0.6587741959058372,0.02985759066123565,0.37918046972587977
